time,value
1662736935010,-3
1662736935020,-3
1662736935030,-3
1662736935040,-3
1662736935050,-3
1662736935060,-3
1662736935070,-3
1662736935079,-3
1662736935089,-3
1662736935099,-3
1662736935109,-3
1662736935119,-3
1662736935129,-3
1662736935139,-3
1662736935149,-3
1662736935159,-3
1662736935169,-3
1662736935179,-3
1662736935189,-3
1662736935199,-3
1662736935209,-3
1662736935219,-3
1662736935229,-3
1662736935239,-2
1662736935249,-2
1662736935259,-2
1662736935269,-2
1662736935279,-2
1662736935289,-2
1662736935299,-2
1662736935309,-2
1662736935319,-2
1662736935329,-2
1662736935339,-2
1662736935348,-1
1662736935358,-1
1662736935368,-1
1662736935378,-1
1662736935388,-1
1662736935398,-1
1662736935408,-1
1662736935418,-1
1662736935428,-1
1662736935438,-1
1662736935448,-1
1662736935459,-1
1662736935468,-1
1662736935478,-1
1662736935488,-1
1662736935498,-1
1662736935508,0
1662736935518,-1
1662736935528,-1
1662736935538,-1
1662736935548,-1
1662736935558,-1
1662736935568,-1
1662736935578,-1
1662736935588,-1
1662736935598,-1
1662736935608,-1
1662736935617,-1
1662736935627,-1
1662736935637,-1
1662736935647,-1
1662736935657,-1
1662736935667,-1
1662736935677,-1
1662736935687,0
1662736935697,0
1662736935707,0
1662736935717,0
1662736935727,0
1662736935737,0
1662736935747,0
1662736935757,0
1662736935767,0
1662736935777,0
1662736935787,0
1662736935797,0
1662736935807,0
1662736935817,1
1662736935827,1
1662736935837,1
1662736935847,1
1662736935857,1
1662736935867,1
1662736935877,1
1662736935886,1
1662736935896,1
1662736935906,1
1662736935916,1
1662736935926,1
1662736935936,1
1662736935946,0
1662736935956,0
1662736935966,0
1662736935976,0
1662736935986,0
1662736935996,0
1662736936006,0
1662736936016,0
1662736936026,0
1662736936036,0
1662736936046,0
1662736936056,0
1662736936066,0
1662736936076,0
1662736936086,0
1662736936096,0
1662736936106,0
1662736936116,0
1662736936126,0
1662736936136,0
1662736936146,0
1662736936155,0
1662736936165,0
1662736936175,0
1662736936185,0
1662736936195,0
1662736936205,0
1662736936215,0
1662736936225,0
1662736936235,0
1662736936245,0
1662736936255,0
1662736936265,0
1662736936275,0
1662736936285,0
1662736936295,0
1662736936305,0
1662736936315,0
1662736936325,0
1662736936335,0
1662736936345,0
1662736936355,0
1662736936365,0
1662736936375,0
1662736936385,0
1662736936395,0
1662736936405,0
1662736936414,0
1662736936424,0
1662736936434,0
1662736936444,0
1662736936454,0
1662736936464,0
1662736936475,0
1662736936484,0
1662736936494,0
1662736936504,0
1662736936514,0
1662736936524,0
1662736936534,0
1662736936544,0
1662736936554,0
1662736936564,0
1662736936574,0
1662736936584,0
1662736936594,0
1662736936604,0
1662736936614,0
1662736936624,0
1662736936634,0
1662736936644,0
1662736936654,0
1662736936664,0
1662736936674,0
1662736936683,0
1662736936693,0
1662736936703,0
1662736936713,0
1662736936723,0
1662736936733,0
1662736936743,0
1662736936753,0
1662736936763,0
1662736936773,0
1662736936783,0
1662736936793,0
1662736936803,0
1662736936813,0
1662736936823,0
1662736936833,0
1662736936843,0
1662736936853,0
1662736936863,0
1662736936873,0
1662736936883,0
1662736936893,0
1662736936903,0
1662736936913,0
