time,X,Y,Z
1662736935198,-242,21,-64
1662736935199,-242,21,-65
1662736935199,-243,21,-64
1662736935200,-241,21,-64
1662736935200,-240,20,-64
1662736935201,-240,19,-63
1662736935201,-239,19,-65
1662736935202,-238,19,-64
1662736935202,-238,20,-64
1662736935203,-237,18,-64
1662736935203,-237,18,-63
1662736935204,-236,18,-64
1662736935204,-237,18,-63
1662736935205,-234,18,-64
1662736935205,-235,18,-66
1662736935206,-233,17,-66
1662736935206,-232,17,-65
1662736935207,-233,17,-65
1662736935207,-233,17,-66
1662736935208,-232,18,-66
1662736935208,-230,18,-66
1662736935208,-230,17,-66
1662736935209,-229,16,-67
1662736935210,-229,16,-67
1662736935210,-229,16,-67
1662736935210,-228,17,-68
1662736935211,-229,17,-67
1662736935211,-229,17,-68
1662736935212,-228,17,-68
1662736935212,-227,15,-70
1662736935213,-229,16,-71
1662736935213,-228,17,-70
1662736935214,-226,16,-70
1662736935214,-227,16,-71
1662736935215,-228,16,-71
1662736935215,-228,15,-73
1662736935216,-228,16,-73
1662736935216,-228,16,-72
1662736935217,-227,16,-74
1662736935217,-228,17,-73
1662736935218,-228,17,-74
1662736935218,-229,17,-74
1662736935219,-230,18,-75
1662736935220,-230,18,-75
1662736935220,-229,18,-77
1662736935220,-229,18,-76
1662736935221,-231,18,-76
1662736935221,-231,19,-77
1662736935222,-232,20,-77
1662736935222,-232,20,-78
1662736935223,-233,18,-77
1662736935223,-232,20,-77
1662736935224,-232,20,-79
1662736935224,-234,19,-78
1662736935225,-235,19,-80
1662736935225,-235,20,-78
1662736935226,-235,21,-79
1662736935226,-235,21,-79
1662736935227,-235,22,-79
1662736935227,-237,21,-78
1662736935228,-238,21,-79
1662736935228,-236,22,-80
1662736935229,-238,22,-79
1662736935230,-237,23,-79
1662736935230,-237,23,-78
1662736935230,-239,22,-80
1662736935231,-238,22,-79
1662736935231,-240,23,-79
1662736935232,-241,23,-79
1662736935232,-241,23,-78
1662736935233,-241,24,-80
1662736935233,-241,24,-77
1662736935234,-240,23,-80
1662736935234,-241,23,-78
1662736935235,-243,23,-77
1662736935235,-241,23,-78
1662736935236,-242,23,-79
1662736935236,-241,25,-77
1662736935237,-243,25,-78
1662736935237,-240,24,-77
1662736935238,-242,24,-77
1662736935238,-242,24,-75
1662736935239,-242,24,-75
1662736935240,-242,24,-75
1662736935240,-243,25,-75
1662736935240,-242,26,-76
1662736935241,-241,26,-75
1662736935241,-241,25,-75
1662736935242,-241,24,-75
1662736935242,-241,23,-76
1662736935243,-240,24,-74
1662736935243,-240,24,-73
1662736935244,-239,24,-74
1662736935244,-239,24,-72
1662736935245,-239,24,-73
1662736935245,-239,24,-73
1662736935246,-238,23,-73
1662736935246,-238,23,-72
1662736935247,-237,23,-73
1662736935247,-236,23,-72
1662736935248,-236,23,-73
1662736935248,-236,23,-72
1662736935249,-235,22,-73
1662736935250,-236,24,-72
1662736935250,-235,23,-71
1662736935250,-233,23,-70
1662736935251,-234,23,-71
1662736935251,-232,22,-71
1662736935252,-232,22,-72
1662736935252,-233,23,-72
1662736935253,-233,22,-71
1662736935253,-232,21,-71
1662736935254,-230,22,-72
1662736935254,-231,22,-72
1662736935255,-232,22,-73
1662736935255,-233,22,-73
1662736935256,-231,21,-72
1662736935256,-230,21,-72
1662736935257,-230,20,-72
1662736935257,-231,21,-73
1662736935258,-231,21,-72
1662736935258,-232,21,-72
1662736935259,-230,22,-74
1662736935260,-230,21,-72
1662736935260,-230,20,-73
1662736935260,-230,21,-73
1662736935261,-230,21,-73
1662736935261,-231,21,-72
1662736935262,-230,22,-72
1662736935262,-230,20,-72
1662736935263,-232,19,-73
1662736935263,-231,21,-74
1662736935264,-232,21,-73
1662736935264,-232,21,-73
1662736935265,-232,21,-73
1662736935265,-232,21,-73
1662736935266,-233,20,-73
1662736935266,-233,20,-73
1662736935267,-232,21,-72
1662736935267,-233,20,-73
1662736935268,-233,20,-73
1662736935268,-233,21,-73
1662736935269,-234,20,-74
1662736935270,-234,20,-73
1662736935270,-234,19,-73
1662736935270,-234,21,-73
1662736935271,-234,21,-74
1662736935271,-234,20,-73
1662736935272,-235,20,-75
1662736935272,-234,21,-74
1662736935273,-235,19,-73
1662736935273,-235,19,-75
1662736935274,-236,20,-75
1662736935274,-235,21,-74
1662736935275,-237,20,-74
1662736935275,-236,21,-73
1662736935276,-236,20,-73
1662736935276,-236,20,-73
1662736935277,-236,19,-74
1662736935277,-236,21,-74
1662736935278,-236,20,-74
1662736935278,-236,21,-74
1662736935279,-236,20,-75
1662736935280,-236,20,-75
1662736935280,-237,20,-74
1662736935280,-237,19,-75
1662736935281,-236,19,-74
1662736935281,-236,20,-73
1662736935282,-236,20,-74
1662736935282,-236,20,-74
1662736935283,-235,21,-75
1662736935283,-237,20,-74
1662736935284,-237,20,-74
1662736935284,-235,21,-73
1662736935285,-236,19,-74
1662736935285,-238,19,-74
1662736935286,-236,20,-74
1662736935286,-236,19,-73
1662736935287,-235,21,-73
1662736935287,-236,22,-73
1662736935288,-236,21,-74
1662736935288,-236,20,-73
1662736935289,-235,20,-72
1662736935290,-236,21,-72
1662736935290,-237,20,-73
1662736935290,-234,22,-73
1662736935291,-234,21,-72
1662736935291,-234,21,-72
1662736935292,-236,21,-72
1662736935292,-235,21,-72
1662736935293,-235,21,-71
1662736935293,-235,21,-72
1662736935294,-234,20,-73
1662736935294,-234,21,-71
1662736935295,-234,20,-72
1662736935295,-235,22,-71
1662736935296,-235,22,-72
1662736935296,-233,22,-72
1662736935297,-234,21,-72
1662736935297,-233,21,-72
1662736935298,-234,21,-73
1662736935298,-235,21,-72
1662736935299,-234,22,-71
1662736935299,-234,21,-72
1662736935300,-235,22,-72
1662736935300,-235,22,-73
1662736935301,-236,22,-71
1662736935301,-234,23,-72
1662736935302,-234,23,-72
1662736935302,-235,21,-72
1662736935303,-234,21,-72
1662736935303,-235,21,-72
1662736935304,-236,22,-72
1662736935304,-234,23,-72
1662736935305,-235,22,-72
1662736935305,-235,22,-73
1662736935306,-235,23,-72
1662736935306,-235,21,-72
1662736935307,-234,22,-71
1662736935307,-236,22,-72
1662736935308,-236,21,-73
1662736935309,-235,23,-71
1662736935309,-235,22,-72
1662736935309,-235,20,-73
1662736935310,-235,22,-73
1662736935310,-236,20,-72
1662736935311,-235,22,-74
1662736935311,-235,22,-72
1662736935312,-233,21,-72
1662736935312,-235,22,-74
1662736935313,-233,22,-74
1662736935313,-235,23,-74
1662736935314,-235,23,-73
1662736935314,-235,22,-74
1662736935315,-235,22,-75
1662736935315,-234,22,-74
1662736935316,-235,22,-73
1662736935316,-234,21,-74
1662736935317,-235,21,-74
1662736935317,-235,22,-74
1662736935318,-236,20,-75
1662736935318,-235,21,-74
1662736935319,-236,22,-74
1662736935320,-236,22,-74
1662736935320,-235,21,-75
1662736935320,-236,22,-74
1662736935321,-235,21,-73
1662736935321,-235,21,-74
1662736935322,-235,21,-74
1662736935322,-236,21,-74
1662736935323,-236,21,-73
1662736935323,-236,20,-74
1662736935324,-234,21,-74
1662736935324,-236,21,-75
1662736935325,-236,21,-74
1662736935325,-236,21,-73
1662736935326,-237,21,-74
1662736935326,-237,21,-74
1662736935327,-235,22,-74
1662736935327,-236,23,-74
1662736935328,-235,21,-73
1662736935328,-236,21,-74
1662736935329,-236,21,-72
1662736935329,-234,22,-74
1662736935330,-236,21,-73
1662736935330,-235,22,-73
1662736935331,-235,22,-73
1662736935331,-234,23,-74
1662736935332,-233,20,-73
1662736935332,-235,21,-73
1662736935333,-235,21,-73
1662736935333,-234,22,-73
1662736935334,-235,22,-73
1662736935334,-235,21,-73
1662736935335,-235,23,-73
1662736935335,-235,21,-74
1662736935336,-234,21,-73
1662736935336,-234,21,-73
1662736935337,-235,22,-73
1662736935337,-234,22,-73
1662736935338,-235,22,-73
1662736935338,-233,22,-73
1662736935339,-235,22,-73
1662736935339,-234,21,-74
1662736935340,-234,21,-74
1662736935340,-233,21,-73
1662736935341,-233,23,-73
1662736935341,-234,21,-73
1662736935342,-234,22,-72
1662736935342,-234,22,-73
1662736935343,-234,22,-73
1662736935343,-234,22,-73
1662736935344,-234,21,-74
1662736935344,-234,22,-73
1662736935345,-234,22,-72
1662736935345,-233,22,-73
1662736935346,-234,22,-74
1662736935346,-233,21,-74
1662736935347,-234,22,-73
1662736935347,-235,22,-74
1662736935347,-235,21,-74
1662736935348,-234,22,-75
1662736935348,-235,21,-74
1662736935349,-234,22,-74
1662736935349,-234,22,-74
1662736935350,-235,20,-73
1662736935350,-234,22,-75
1662736935351,-236,21,-75
1662736935351,-235,21,-74
1662736935352,-234,22,-74
1662736935352,-233,21,-74
1662736935353,-234,21,-75
1662736935353,-235,21,-74
1662736935354,-235,21,-73
1662736935354,-233,20,-74
1662736935355,-233,20,-74
1662736935355,-235,20,-74
1662736935356,-234,21,-73
1662736935356,-234,19,-74
1662736935357,-233,19,-74
1662736935357,-234,21,-73
1662736935358,-234,21,-73
1662736935358,-235,19,-74
1662736935359,-235,20,-73
1662736935359,-235,20,-72
1662736935360,-235,20,-74
1662736935360,-234,20,-73
1662736935361,-234,18,-74
1662736935362,-233,20,-73
1662736935362,-235,21,-74
1662736935362,-234,19,-73
1662736935363,-235,19,-73
1662736935363,-235,19,-74
1662736935364,-234,20,-73
1662736935364,-233,20,-74
1662736935365,-236,21,-73
1662736935365,-235,21,-73
1662736935366,-234,19,-73
1662736935366,-236,20,-73
1662736935367,-235,20,-74
1662736935367,-236,21,-74
1662736935368,-235,20,-74
1662736935368,-235,20,-74
1662736935369,-235,20,-73
1662736935369,-236,19,-73
1662736935370,-237,19,-75
1662736935370,-234,20,-73
1662736935371,-236,21,-74
1662736935371,-236,19,-74
1662736935372,-235,19,-74
1662736935372,-234,19,-74
1662736935373,-235,18,-74
1662736935373,-235,20,-74
1662736935374,-236,19,-73
1662736935374,-235,19,-75
1662736935375,-235,19,-74
1662736935375,-235,21,-73
1662736935376,-235,18,-74
1662736935376,-234,19,-75
1662736935377,-236,20,-74
1662736935377,-236,19,-73
1662736935378,-235,19,-73
1662736935378,-236,19,-75
1662736935379,-237,19,-74
1662736935379,-235,19,-73
1662736935380,-236,19,-73
1662736935380,-234,19,-72
1662736935381,-235,20,-74
1662736935381,-234,19,-74
1662736935382,-234,20,-73
1662736935382,-235,18,-73
1662736935383,-236,20,-73
1662736935383,-234,20,-73
1662736935384,-234,18,-72
1662736935384,-234,19,-73
1662736935385,-235,20,-73
1662736935385,-234,19,-72
1662736935386,-236,20,-74
1662736935386,-233,19,-74
1662736935387,-235,19,-73
1662736935387,-235,19,-73
1662736935388,-235,19,-73
1662736935388,-235,18,-73
1662736935389,-234,19,-74
1662736935389,-235,20,-72
1662736935390,-235,19,-73
1662736935390,-236,20,-73
1662736935391,-236,20,-73
1662736935391,-235,19,-74
1662736935392,-235,20,-73
1662736935392,-234,21,-73
1662736935393,-235,21,-74
1662736935394,-235,20,-73
1662736935394,-235,19,-73
1662736935394,-236,20,-72
1662736935395,-235,20,-73
1662736935395,-234,20,-74
1662736935396,-236,20,-73
1662736935396,-235,20,-73
1662736935397,-234,19,-72
1662736935397,-234,21,-72
1662736935398,-234,20,-72
1662736935398,-235,20,-73
1662736935399,-235,20,-73
1662736935399,-235,21,-72
1662736935400,-235,22,-72
1662736935400,-235,20,-72
1662736935401,-236,19,-73
1662736935401,-235,21,-72
1662736935402,-235,20,-72
1662736935402,-235,21,-73
1662736935403,-235,21,-72
1662736935403,-234,20,-73
1662736935404,-234,22,-72
1662736935404,-234,21,-72
1662736935405,-236,20,-72
1662736935405,-235,21,-73
1662736935406,-236,20,-73
1662736935406,-236,21,-73
1662736935407,-236,20,-72
1662736935407,-236,20,-73
1662736935408,-235,20,-73
1662736935408,-236,20,-73
1662736935409,-234,21,-72
1662736935409,-236,21,-74
1662736935410,-236,20,-72
1662736935410,-236,21,-72
1662736935411,-236,21,-73
1662736935411,-236,21,-72
1662736935412,-234,20,-72
1662736935412,-234,21,-73
1662736935413,-235,22,-72
1662736935413,-235,21,-73
1662736935414,-235,21,-73
1662736935414,-235,22,-72
1662736935415,-236,22,-73
1662736935415,-235,20,-73
1662736935416,-235,20,-73
1662736935416,-236,21,-71
1662736935417,-236,22,-72
1662736935417,-236,21,-72
1662736935418,-236,22,-72
1662736935418,-237,21,-72
1662736935419,-237,21,-72
1662736935419,-237,20,-72
1662736935420,-236,21,-72
1662736935420,-237,20,-71
1662736935421,-236,21,-72
1662736935421,-236,22,-72
1662736935422,-235,21,-72
1662736935422,-236,20,-72
1662736935423,-235,21,-72
1662736935423,-235,21,-72
1662736935424,-235,20,-71
1662736935424,-237,20,-71
1662736935425,-235,21,-73
1662736935425,-237,21,-71
1662736935427,-236,20,-71
1662736935427,-237,20,-72
1662736935427,-236,20,-72
1662736935427,-236,20,-72
1662736935428,-235,20,-72
1662736935428,-236,20,-72
1662736935429,-235,21,-73
1662736935429,-235,22,-72
1662736935430,-236,20,-73
1662736935430,-235,21,-72
1662736935431,-235,20,-72
1662736935431,-235,20,-72
1662736935432,-235,21,-73
1662736935432,-236,20,-73
1662736935433,-234,21,-73
1662736935433,-235,21,-73
1662736935434,-236,20,-73
1662736935434,-236,21,-72
1662736935435,-236,21,-73
1662736935435,-236,21,-73
1662736935436,-236,21,-72
1662736935436,-236,20,-72
1662736935437,-235,20,-74
1662736935437,-235,20,-73
1662736935438,-236,21,-71
1662736935438,-235,19,-71
1662736935439,-236,19,-73
1662736935439,-236,21,-74
1662736935440,-233,20,-74
1662736935440,-234,20,-73
1662736935441,-235,21,-74
1662736935441,-236,20,-73
1662736935442,-236,19,-73
1662736935442,-236,21,-73
1662736935443,-237,21,-73
1662736935443,-235,21,-73
1662736935444,-235,21,-73
1662736935444,-236,22,-74
1662736935445,-235,19,-73
1662736935445,-235,21,-73
1662736935446,-237,21,-73
1662736935446,-236,20,-72
1662736935447,-235,21,-74
1662736935447,-235,21,-74
1662736935448,-235,21,-73
1662736935448,-236,21,-74
1662736935449,-236,21,-73
1662736935449,-235,20,-73
1662736935450,-235,21,-72
1662736935450,-235,21,-73
1662736935451,-236,20,-73
1662736935451,-235,20,-74
1662736935452,-236,20,-73
1662736935452,-235,20,-72
1662736935453,-235,20,-73
1662736935453,-235,21,-73
1662736935454,-235,22,-73
1662736935454,-236,21,-73
1662736935455,-235,21,-73
1662736935455,-234,20,-74
1662736935456,-235,21,-74
1662736935456,-236,21,-74
1662736935457,-235,20,-73
1662736935457,-235,21,-74
1662736935458,-235,21,-73
1662736935459,-235,21,-73
1662736935461,-235,22,-73
1662736935461,-236,20,-73
1662736935461,-236,20,-72
1662736935461,-235,22,-73
1662736935461,-234,22,-73
1662736935461,-234,20,-73
1662736935462,-236,21,-74
1662736935462,-235,22,-73
1662736935463,-235,22,-72
1662736935463,-236,22,-74
1662736935464,-236,22,-73
1662736935464,-235,22,-74
1662736935465,-235,21,-72
1662736935465,-235,21,-73
1662736935466,-235,21,-74
1662736935466,-236,21,-73
1662736935467,-235,21,-72
1662736935467,-235,22,-73
1662736935468,-236,21,-73
1662736935468,-235,22,-72
1662736935469,-235,21,-73
1662736935469,-236,22,-73
1662736935470,-236,22,-73
1662736935470,-235,22,-72
1662736935471,-236,22,-72
1662736935471,-234,20,-72
1662736935472,-235,21,-72
1662736935472,-236,22,-72
1662736935473,-236,21,-72
1662736935473,-237,21,-73
1662736935474,-235,23,-73
1662736935474,-235,22,-73
1662736935475,-234,23,-72
1662736935475,-235,22,-72
1662736935476,-236,22,-72
1662736935476,-236,22,-72
1662736935477,-236,22,-73
1662736935477,-235,22,-72
1662736935478,-235,22,-74
1662736935478,-235,23,-73
1662736935479,-235,22,-72
1662736935479,-237,22,-73
1662736935479,-236,22,-72
1662736935480,-236,23,-73
1662736935480,-236,23,-73
1662736935481,-235,23,-72
1662736935481,-235,22,-72
1662736935482,-235,22,-74
1662736935482,-235,21,-73
1662736935483,-236,22,-73
1662736935483,-235,23,-72
1662736935484,-237,22,-73
1662736935484,-236,23,-74
1662736935485,-236,23,-74
1662736935485,-236,21,-73
1662736935486,-235,23,-73
1662736935486,-235,23,-73
1662736935487,-236,23,-74
1662736935487,-237,21,-74
1662736935488,-237,22,-73
1662736935489,-235,23,-73
1662736935489,-236,23,-73
1662736935489,-234,22,-72
1662736935490,-236,22,-72
1662736935490,-238,23,-72
1662736935491,-237,22,-72
1662736935491,-236,23,-70
1662736935492,-236,23,-72
1662736935492,-237,23,-71
1662736935493,-236,22,-70
1662736935493,-237,22,-70
1662736935494,-238,23,-70
1662736935494,-237,22,-70
1662736935495,-237,23,-71
1662736935496,-236,22,-71
1662736935496,-235,23,-69
1662736935496,-235,22,-71
1662736935497,-237,21,-72
1662736935498,-236,22,-71
1662736935498,-236,21,-71
1662736935499,-237,22,-71
1662736935499,-235,22,-71
1662736935499,-237,22,-71
1662736935500,-235,22,-70
1662736935500,-236,21,-70
1662736935501,-234,21,-70
1662736935501,-235,21,-71
1662736935502,-235,19,-70
1662736935503,-235,20,-71
1662736935503,-235,20,-71
1662736935503,-235,18,-71
1662736935504,-236,20,-70
1662736935504,-235,19,-72
1662736935505,-234,20,-72
1662736935505,-235,20,-72
1662736935506,-233,19,-72
1662736935506,-234,18,-71
1662736935507,-234,18,-73
1662736935507,-234,18,-72
1662736935508,-233,18,-73
1662736935509,-234,18,-73
1662736935509,-235,17,-73
1662736935509,-236,18,-75
1662736935510,-235,19,-75
1662736935510,-237,17,-74
1662736935511,-236,16,-75
1662736935512,-236,16,-75
1662736935512,-236,17,-74
1662736935512,-236,16,-75
1662736935513,-236,19,-75
1662736935513,-238,18,-75
1662736935514,-238,17,-75
1662736935515,-237,18,-74
1662736935515,-238,17,-75
1662736935515,-237,18,-74
1662736935516,-238,18,-74
1662736935516,-237,18,-75
1662736935517,-237,19,-74
1662736935517,-239,18,-74
1662736935518,-238,18,-73
1662736935519,-238,19,-74
1662736935519,-239,18,-73
1662736935519,-238,18,-73
1662736935520,-236,18,-73
1662736935520,-237,18,-73
1662736935521,-237,19,-73
1662736935521,-236,18,-72
1662736935522,-238,17,-72
1662736935522,-239,19,-72
1662736935523,-238,17,-73
1662736935523,-237,18,-71
1662736935524,-238,18,-71
1662736935524,-237,18,-70
1662736935525,-236,20,-71
1662736935525,-237,19,-71
1662736935526,-236,18,-71
1662736935526,-236,18,-71
1662736935527,-237,20,-71
1662736935527,-236,19,-70
1662736935528,-237,19,-70
1662736935529,-236,19,-71
1662736935529,-236,19,-71
1662736935529,-235,19,-70
1662736935530,-236,19,-69
1662736935530,-235,20,-71
1662736935531,-236,19,-71
1662736935531,-235,19,-72
1662736935532,-236,20,-70
1662736935532,-235,19,-70
1662736935533,-235,18,-70
1662736935533,-234,20,-70
1662736935534,-233,20,-69
1662736935534,-234,21,-71
1662736935535,-235,22,-70
1662736935535,-233,21,-70
1662736935536,-234,22,-70
1662736935536,-235,21,-71
1662736935537,-234,21,-70
1662736935537,-234,21,-71
1662736935538,-233,21,-70
1662736935539,-234,21,-71
1662736935539,-235,23,-71
1662736935539,-233,23,-72
1662736935540,-233,22,-72
1662736935540,-234,21,-72
1662736935541,-232,23,-73
1662736935541,-232,23,-72
1662736935542,-233,22,-72
1662736935542,-232,22,-72
1662736935543,-232,22,-72
1662736935543,-234,23,-72
1662736935544,-233,23,-72
1662736935544,-234,22,-74
1662736935545,-233,22,-74
1662736935545,-233,21,-73
1662736935546,-234,23,-74
1662736935546,-233,22,-74
1662736935547,-235,22,-75
1662736935547,-233,22,-73
1662736935548,-233,23,-74
1662736935549,-234,23,-75
1662736935549,-233,22,-75
1662736935549,-235,22,-75
1662736935550,-234,23,-75
1662736935550,-235,23,-74
1662736935551,-234,23,-74
1662736935551,-234,22,-73
1662736935552,-236,23,-74
1662736935552,-234,24,-73
1662736935553,-233,22,-74
1662736935553,-236,22,-73
1662736935554,-236,23,-73
1662736935554,-235,22,-74
1662736935555,-236,22,-73
1662736935555,-233,23,-73
1662736935556,-236,22,-73
1662736935556,-235,23,-72
1662736935557,-237,22,-72
1662736935557,-236,22,-72
1662736935558,-237,22,-72
1662736935559,-236,22,-71
1662736935559,-235,23,-71
1662736935559,-238,23,-71
1662736935560,-237,22,-71
1662736935560,-237,22,-71
1662736935561,-238,21,-71
1662736935561,-238,21,-71
1662736935562,-238,22,-71
1662736935562,-237,22,-70
1662736935563,-236,21,-70
1662736935563,-237,21,-69
1662736935564,-237,22,-69
1662736935564,-237,21,-69
1662736935565,-237,22,-68
1662736935565,-237,22,-68
1662736935567,-236,21,-70
1662736935567,-238,21,-69
1662736935567,-235,20,-68
1662736935568,-235,20,-69
1662736935568,-236,20,-70
1662736935569,-234,21,-69
1662736935569,-235,21,-68
1662736935569,-235,21,-69
1662736935570,-235,22,-70
1662736935570,-235,21,-70
1662736935571,-233,20,-71
1662736935571,-233,20,-69
1662736935572,-233,21,-70
1662736935572,-233,21,-70
1662736935573,-234,20,-69
1662736935573,-232,20,-70
1662736935574,-233,21,-71
1662736935574,-232,21,-71
1662736935575,-233,20,-71
1662736935575,-234,20,-71
1662736935576,-233,21,-72
1662736935576,-231,22,-72
1662736935577,-234,21,-72
1662736935577,-234,20,-72
1662736935578,-233,20,-73
1662736935578,-233,19,-73
1662736935579,-234,19,-72
1662736935579,-234,19,-73
1662736935580,-235,19,-73
1662736935580,-235,20,-73
1662736935581,-234,19,-73
1662736935581,-235,19,-73
1662736935582,-235,20,-73
1662736935582,-234,19,-73
1662736935583,-235,19,-73
1662736935583,-235,18,-74
1662736935584,-236,19,-73
1662736935584,-236,19,-72
1662736935585,-235,18,-73
1662736935585,-236,19,-73
1662736935586,-235,19,-73
1662736935586,-236,17,-73
1662736935587,-235,19,-73
1662736935587,-236,18,-73
1662736935588,-236,19,-73
1662736935588,-238,19,-73
1662736935589,-236,19,-72
1662736935589,-236,19,-74
1662736935590,-235,18,-72
1662736935590,-237,18,-73
1662736935591,-235,19,-72
1662736935591,-236,18,-73
1662736935592,-236,18,-73
1662736935592,-236,18,-71
1662736935593,-237,18,-73
1662736935593,-236,19,-73
1662736935594,-236,19,-72
1662736935594,-236,18,-72
1662736935595,-236,18,-72
1662736935595,-237,19,-72
1662736935596,-236,19,-72
1662736935596,-237,19,-71
1662736935597,-236,19,-72
1662736935597,-236,18,-72
1662736935598,-234,19,-72
1662736935598,-236,20,-71
1662736935599,-235,20,-71
1662736935600,-234,19,-71
1662736935600,-236,19,-71
1662736935600,-235,20,-72
1662736935601,-236,20,-71
1662736935601,-237,19,-71
1662736935602,-235,20,-71
1662736935602,-237,19,-72
1662736935603,-234,19,-72
1662736935603,-236,19,-72
1662736935604,-235,20,-72
1662736935604,-235,20,-71
1662736935605,-236,20,-71
1662736935605,-236,20,-71
1662736935606,-235,21,-71
1662736935606,-235,21,-71
1662736935607,-235,21,-71
1662736935607,-234,21,-72
1662736935608,-234,20,-71
1662736935608,-235,20,-71
1662736935609,-235,20,-70
1662736935609,-233,21,-72
1662736935610,-236,21,-72
1662736935610,-236,22,-71
1662736935611,-234,22,-72
1662736935611,-235,21,-72
1662736935612,-234,21,-70
1662736935612,-234,21,-70
1662736935612,-234,22,-71
1662736935613,-232,21,-71
1662736935613,-233,22,-72
1662736935614,-234,23,-72
1662736935614,-235,22,-72
1662736935615,-235,22,-72
1662736935616,-235,22,-72
1662736935616,-233,22,-72
1662736935616,-236,23,-71
1662736935617,-235,21,-72
1662736935617,-235,22,-71
1662736935618,-234,22,-71
1662736935618,-234,23,-71
1662736935619,-234,22,-71
1662736935619,-235,22,-72
1662736935620,-234,23,-71
1662736935620,-235,23,-72
1662736935621,-235,22,-72
1662736935621,-236,22,-72
1662736935622,-235,23,-71
1662736935622,-236,22,-71
1662736935623,-234,22,-70
1662736935623,-236,22,-73
1662736935624,-236,22,-71
1662736935624,-236,23,-71
1662736935625,-236,22,-71
1662736935625,-235,22,-72
1662736935626,-236,22,-71
1662736935626,-235,24,-71
1662736935627,-235,21,-72
1662736935627,-234,21,-72
1662736935628,-236,22,-71
1662736935628,-236,22,-71
1662736935629,-234,22,-70
1662736935629,-235,21,-71
1662736935630,-234,22,-70
1662736935630,-235,21,-70
1662736935631,-235,22,-70
1662736935631,-237,22,-70
1662736935632,-235,22,-72
1662736935632,-234,23,-71
1662736935633,-234,22,-70
1662736935633,-234,23,-70
1662736935634,-234,23,-70
1662736935634,-234,22,-70
1662736935635,-235,22,-70
1662736935635,-234,21,-71
1662736935636,-235,21,-71
1662736935636,-234,22,-71
1662736935637,-234,20,-71
1662736935637,-234,21,-72
1662736935638,-235,21,-70
1662736935638,-234,23,-71
1662736935639,-235,23,-71
1662736935639,-234,21,-71
1662736935640,-234,22,-71
1662736935640,-235,21,-71
1662736935641,-234,21,-72
1662736935641,-235,22,-72
1662736935642,-236,21,-71
1662736935642,-234,22,-71
1662736935643,-235,21,-71
1662736935643,-236,22,-72
1662736935644,-236,21,-71
1662736935644,-235,22,-71
1662736935645,-235,22,-71
1662736935645,-235,22,-71
1662736935646,-235,21,-72
1662736935646,-234,21,-71
1662736935647,-235,22,-72
1662736935647,-235,23,-72
1662736935648,-236,21,-71
1662736935648,-235,22,-71
1662736935649,-235,22,-72
1662736935649,-235,21,-72
1662736935650,-235,22,-70
1662736935650,-235,23,-72
1662736935651,-236,22,-70
1662736935651,-237,20,-72
1662736935652,-235,22,-71
1662736935652,-236,21,-71
1662736935653,-236,22,-71
1662736935653,-236,22,-72
1662736935654,-235,21,-73
1662736935654,-236,22,-72
1662736935655,-235,21,-72
1662736935655,-235,22,-72
1662736935656,-234,22,-72
1662736935656,-236,22,-72
1662736935657,-236,20,-73
1662736935657,-236,21,-72
1662736935658,-235,20,-72
1662736935658,-235,20,-72
1662736935659,-236,20,-72
1662736935659,-236,21,-72
1662736935660,-235,21,-71
1662736935660,-235,21,-73
1662736935661,-235,21,-73
1662736935661,-236,22,-73
1662736935662,-237,21,-73
1662736935662,-237,20,-72
1662736935663,-236,20,-72
1662736935664,-235,22,-73
1662736935664,-235,21,-73
1662736935664,-236,21,-72
1662736935665,-236,22,-72
1662736935665,-237,22,-72
1662736935666,-235,23,-72
1662736935666,-237,21,-72
1662736935667,-236,21,-72
1662736935667,-236,21,-71
1662736935668,-237,20,-72
1662736935668,-236,22,-72
1662736935669,-237,23,-72
1662736935669,-235,21,-72
1662736935670,-236,21,-72
1662736935670,-234,22,-72
1662736935671,-236,21,-73
1662736935671,-238,22,-72
1662736935672,-234,21,-72
1662736935672,-235,22,-71
1662736935673,-236,21,-72
1662736935673,-236,21,-73
1662736935674,-236,21,-73
1662736935674,-236,22,-72
1662736935675,-235,21,-71
1662736935675,-235,21,-73
1662736935676,-236,22,-72
1662736935676,-236,23,-71
1662736935677,-235,21,-72
1662736935677,-235,22,-73
1662736935678,-235,22,-71
1662736935678,-235,22,-72
1662736935679,-234,22,-73
1662736935679,-235,22,-72
1662736935680,-236,21,-71
1662736935680,-235,22,-71
1662736935681,-235,22,-72
1662736935681,-235,22,-72
1662736935682,-234,23,-72
1662736935682,-235,22,-72
1662736935683,-235,22,-71
1662736935683,-235,21,-72
1662736935684,-234,22,-72
1662736935684,-235,21,-72
1662736935685,-236,23,-72
1662736935685,-235,23,-72
1662736935686,-235,23,-71
1662736935686,-236,22,-71
1662736935687,-235,23,-72
1662736935687,-235,21,-72
1662736935688,-235,23,-72
1662736935688,-234,23,-72
1662736935689,-235,23,-72
1662736935689,-235,23,-71
1662736935690,-235,21,-73
1662736935690,-235,22,-73
1662736935691,-235,23,-72
1662736935691,-235,22,-71
1662736935692,-234,23,-71
1662736935692,-235,22,-72
1662736935693,-236,22,-73
1662736935693,-235,22,-72
1662736935694,-234,23,-72
1662736935694,-235,23,-71
1662736935695,-235,21,-72
1662736935695,-234,22,-72
